regiao,ordem,nome_original,novo_nome,categoria,largura,altura,origem_x,origem_y
regiao_06_vale_outonal,24,regiao_06_vale_outonal_item_024.webp,terreno campestre 009.webp,terreno campestre,58,107,1195,108
regiao_06_vale_outonal,25,regiao_06_vale_outonal_item_025.webp,terreno campestre 010.webp,terreno campestre,105,129,635,121
regiao_06_vale_outonal,26,regiao_06_vale_outonal_item_026.webp,terreno campestre 011.webp,terreno campestre,106,101,740,122
regiao_06_vale_outonal,27,regiao_06_vale_outonal_item_027.webp,terreno campestre 012.webp,terreno campestre,84,102,847,121
regiao_06_vale_outonal,28,regiao_06_vale_outonal_item_028.webp,terreno campestre 013.webp,terreno campestre,79,74,9,168
regiao_06_vale_outonal,29,regiao_06_vale_outonal_item_029.webp,terreno campestre 014.webp,terreno campestre,79,77,89,167
regiao_06_vale_outonal,30,regiao_06_vale_outonal_item_030.webp,terreno campestre 015.webp,terreno campestre,78,76,168,168
regiao_06_vale_outonal,31,regiao_06_vale_outonal_item_031.webp,arbusto outonal 001.webp,arbusto outonal,77,76,247,168
regiao_06_vale_outonal,32,regiao_06_vale_outonal_item_032.webp,arbusto outonal 002.webp,arbusto outonal,83,95,319,168
regiao_06_vale_outonal,33,regiao_06_vale_outonal_item_033.webp,arbusto outonal 003.webp,arbusto outonal,66,55,401,171
regiao_06_vale_outonal,34,regiao_06_vale_outonal_item_034.webp,arbusto outonal 004.webp,arbusto outonal,47,54,468,170
regiao_06_vale_outonal,35,regiao_06_vale_outonal_item_035.webp,arbusto outonal 005.webp,arbusto outonal,52,52,516,171
regiao_06_vale_outonal,36,regiao_06_vale_outonal_item_036.webp,arbusto outonal 006.webp,arbusto outonal,58,48,571,172
regiao_06_vale_outonal,37,regiao_06_vale_outonal_item_037.webp,arbusto outonal 007.webp,arbusto outonal,95,139,1157,198
regiao_06_vale_outonal,38,regiao_06_vale_outonal_item_038.webp,arbusto outonal 008.webp,arbusto outonal,47,44,545,220
regiao_06_vale_outonal,39,regiao_06_vale_outonal_item_039.webp,arbusto outonal 009.webp,arbusto outonal,37,43,594,220
regiao_06_vale_outonal,40,regiao_06_vale_outonal_item_040.webp,arbusto outonal 010.webp,arbusto outonal,196,174,739,221
regiao_06_vale_outonal,41,regiao_06_vale_outonal_item_041.webp,arbusto outonal 011.webp,arbusto outonal,58,80,968,222
regiao_06_vale_outonal,42,regiao_06_vale_outonal_item_042.webp,arbusto outonal 012.webp,arbusto outonal,45,39,401,226
regiao_06_vale_outonal,43,regiao_06_vale_outonal_item_043.webp,arbusto outonal 013.webp,arbusto outonal,45,42,448,223
regiao_06_vale_outonal,44,regiao_06_vale_outonal_item_044.webp,arbusto outonal 014.webp,arbusto outonal,49,41,494,223
regiao_06_vale_outonal,45,regiao_06_vale_outonal_item_045.webp,trigo e feno 001.webp,trigo e feno,65,78,1025,223
regiao_06_vale_outonal,46,regiao_06_vale_outonal_item_046.webp,trigo e feno 002.webp,trigo e feno,64,68,1093,223
regiao_06_vale_outonal,47,regiao_06_vale_outonal_item_047.webp,trigo e feno 003.webp,trigo e feno,78,102,10,243
regiao_06_vale_outonal,48,regiao_06_vale_outonal_item_048.webp,trigo e feno 004.webp,trigo e feno,80,104,88,242
regiao_06_vale_outonal,49,regiao_06_vale_outonal_item_049.webp,trigo e feno 005.webp,trigo e feno,78,101,168,246
regiao_06_vale_outonal,50,regiao_06_vale_outonal_item_050.webp,trigo e feno 006.webp,trigo e feno,76,99,245,247
regiao_06_vale_outonal,51,regiao_06_vale_outonal_item_051.webp,trigo e feno 007.webp,trigo e feno,105,89,635,247
regiao_06_vale_outonal,52,regiao_06_vale_outonal_item_052.webp,trigo e feno 008.webp,trigo e feno,71,82,321,263
regiao_06_vale_outonal,53,regiao_06_vale_outonal_item_053.webp,trigo e feno 009.webp,trigo e feno,51,38,516,265
regiao_06_vale_outonal,54,regiao_06_vale_outonal_item_054.webp,trigo e feno 010.webp,trigo e feno,65,71,567,267
regiao_06_vale_outonal,55,regiao_06_vale_outonal_item_055.webp,trigo e feno 011.webp,trigo e feno,63,71,391,273
regiao_06_vale_outonal,56,regiao_06_vale_outonal_item_056.webp,trigo e feno 012.webp,trigo e feno,60,73,453,271
regiao_06_vale_outonal,57,regiao_06_vale_outonal_item_057.webp,trigo e feno 013.webp,trigo e feno,90,130,933,286
regiao_06_vale_outonal,58,regiao_06_vale_outonal_item_058.webp,trigo e feno 014.webp,trigo e feno,112,106,1055,291
regiao_06_vale_outonal,59,regiao_06_vale_outonal_item_059.webp,trigo e feno 015.webp,trigo e feno,50,36,516,302
regiao_06_vale_outonal,60,regiao_06_vale_outonal_item_060.webp,trigo e feno 016.webp,trigo e feno,37,43,1022,303
regiao_06_vale_outonal,61,regiao_06_vale_outonal_item_061.webp,trigo e feno 017.webp,trigo e feno,58,55,511,342
regiao_06_vale_outonal,62,regiao_06_vale_outonal_item_062.webp,trigo e feno 018.webp,trigo e feno,63,47,569,340
regiao_06_vale_outonal,63,regiao_06_vale_outonal_item_063.webp,trigo e feno 019.webp,trigo e feno,73,82,635,337
regiao_06_vale_outonal,64,regiao_06_vale_outonal_item_064.webp,trigo e feno 020.webp,trigo e feno,93,80,1160,337
regiao_06_vale_outonal,65,regiao_06_vale_outonal_item_065.webp,trigo e feno 021.webp,trigo e feno,131,68,12,346
regiao_06_vale_outonal,66,regiao_06_vale_outonal_item_066.webp,trigo e feno 022.webp,trigo e feno,61,67,145,346
regiao_06_vale_outonal,67,regiao_06_vale_outonal_item_067.webp,trigo e feno 023.webp,trigo e feno,107,67,209,346
regiao_06_vale_outonal,68,regiao_06_vale_outonal_item_068.webp,trigo e feno 024.webp,trigo e feno,66,66,320,347
regiao_06_vale_outonal,69,regiao_06_vale_outonal_item_069.webp,trigo e feno 025.webp,trigo e feno,62,66,387,347
regiao_06_vale_outonal,70,regiao_06_vale_outonal_item_070.webp,trigo e feno 026.webp,trigo e feno,55,41,452,346
regiao_06_vale_outonal,71,regiao_06_vale_outonal_item_071.webp,estrutura rural 001.webp,estrutura rural,34,36,1021,351
regiao_06_vale_outonal,72,regiao_06_vale_outonal_item_072.webp,estrutura rural 002.webp,estrutura rural,46,42,453,386
regiao_06_vale_outonal,73,regiao_06_vale_outonal_item_073.webp,estrutura rural 003.webp,estrutura rural,48,45,583,386
regiao_06_vale_outonal,74,regiao_06_vale_outonal_item_074.webp,estrutura rural 004.webp,estrutura rural,51,50,1038,390
regiao_06_vale_outonal,75,regiao_06_vale_outonal_item_075.webp,estrutura rural 005.webp,estrutura rural,31,34,501,393
regiao_06_vale_outonal,76,regiao_06_vale_outonal_item_076.webp,estrutura rural 006.webp,estrutura rural,43,34,535,393
regiao_06_vale_outonal,77,regiao_06_vale_outonal_item_077.webp,estrutura rural 007.webp,estrutura rural,232,145,808,400
regiao_06_vale_outonal,78,regiao_06_vale_outonal_item_078.webp,estrutura rural 008.webp,estrutura rural,44,44,1093,405
regiao_06_vale_outonal,79,regiao_06_vale_outonal_item_079.webp,estrutura rural 009.webp,estrutura rural,138,39,12,417
regiao_06_vale_outonal,80,regiao_06_vale_outonal_item_080.webp,estrutura rural 010.webp,estrutura rural,49,35,149,417
regiao_06_vale_outonal,81,regiao_06_vale_outonal_item_081.webp,estrutura rural 011.webp,estrutura rural,51,35,198,418
regiao_06_vale_outonal,82,regiao_06_vale_outonal_item_082.webp,estrutura rural 012.webp,estrutura rural,69,40,252,415
regiao_06_vale_outonal,83,regiao_06_vale_outonal_item_083.webp,estrutura rural 013.webp,estrutura rural,77,38,327,417
regiao_06_vale_outonal,84,regiao_06_vale_outonal_item_084.webp,estrutura rural 014.webp,estrutura rural,52,42,410,425
regiao_06_vale_outonal,85,regiao_06_vale_outonal_item_085.webp,estrutura rural 015.webp,estrutura rural,59,116,636,418
regiao_06_vale_outonal,86,regiao_06_vale_outonal_item_086.webp,estrutura rural 016.webp,estrutura rural,116,170,694,418
regiao_06_vale_outonal,87,regiao_06_vale_outonal_item_087.webp,estrutura rural 017.webp,estrutura rural,51,48,1142,420
regiao_06_vale_outonal,88,regiao_06_vale_outonal_item_088.webp,estrutura rural 018.webp,estrutura rural,31,49,1195,420
regiao_06_vale_outonal,89,regiao_06_vale_outonal_item_089.webp,estrutura rural 019.webp,estrutura rural,67,35,465,433
regiao_06_vale_outonal,90,regiao_06_vale_outonal_item_090.webp,estrutura rural 020.webp,estrutura rural,93,44,538,428
regiao_06_vale_outonal,91,regiao_06_vale_outonal_item_091.webp,estrutura rural 021.webp,estrutura rural,38,76,1037,447
regiao_06_vale_outonal,92,regiao_06_vale_outonal_item_092.webp,estrutura rural 022.webp,estrutura rural,36,39,1217,449
regiao_06_vale_outonal,93,regiao_06_vale_outonal_item_093.webp,estrutura rural 023.webp,estrutura rural,111,35,12,459
regiao_06_vale_outonal,94,regiao_06_vale_outonal_item_094.webp,estrutura rural 024.webp,estrutura rural,27,35,127,459
regiao_06_vale_outonal,95,regiao_06_vale_outonal_item_095.webp,estrutura rural 025.webp,estrutura rural,90,40,159,454
regiao_06_vale_outonal,96,regiao_06_vale_outonal_item_096.webp,estrutura rural 026.webp,estrutura rural,64,40,252,454
regiao_06_vale_outonal,97,regiao_06_vale_outonal_item_097.webp,estrutura rural 027.webp,estrutura rural,85,36,319,461
regiao_06_vale_outonal,98,regiao_06_vale_outonal_item_098.webp,estrutura rural 028.webp,estrutura rural,28,69,1076,454
regiao_06_vale_outonal,99,regiao_06_vale_outonal_item_099.webp,estrutura rural 029.webp,estrutura rural,54,59,1101,459
regiao_06_vale_outonal,100,regiao_06_vale_outonal_item_100.webp,estrutura rural 030.webp,estrutura rural,52,40,410,467
regiao_06_vale_outonal,101,regiao_06_vale_outonal_item_101.webp,arvore outonal 001.webp,arvore outonal,64,42,466,471
regiao_06_vale_outonal,102,regiao_06_vale_outonal_item_102.webp,arvore outonal 002.webp,arvore outonal,42,41,533,472
regiao_06_vale_outonal,103,regiao_06_vale_outonal_item_103.webp,arvore outonal 003.webp,arvore outonal,52,118,579,472
regiao_06_vale_outonal,104,regiao_06_vale_outonal_item_104.webp,arvore outonal 004.webp,arvore outonal,38,40,1157,477
regiao_06_vale_outonal,105,regiao_06_vale_outonal_item_105.webp,arvore outonal 005.webp,arvore outonal,89,131,11,496
regiao_06_vale_outonal,106,regiao_06_vale_outonal_item_106.webp,arvore outonal 006.webp,arvore outonal,101,139,91,493
regiao_06_vale_outonal,107,regiao_06_vale_outonal_item_107.webp,arvore outonal 007.webp,arvore outonal,88,129,191,494
regiao_06_vale_outonal,108,regiao_06_vale_outonal_item_108.webp,arvore outonal 008.webp,arvore outonal,42,31,1196,487
regiao_06_vale_outonal,109,regiao_06_vale_outonal_item_109.webp,arvore outonal 009.webp,arvore outonal,84,125,279,498
regiao_06_vale_outonal,110,regiao_06_vale_outonal_item_110.webp,arvore outonal 010.webp,arvore outonal,73,102,361,506
regiao_06_vale_outonal,111,regiao_06_vale_outonal_item_111.webp,arvore outonal 011.webp,arvore outonal,71,98,435,513
regiao_06_vale_outonal,112,regiao_06_vale_outonal_item_112.webp,arvore outonal 012.webp,arvore outonal,71,95,506,516
regiao_06_vale_outonal,113,regiao_06_vale_outonal_item_113.webp,arvore outonal 013.webp,arvore outonal,52,69,1102,520
regiao_06_vale_outonal,114,regiao_06_vale_outonal_item_114.webp,arvore outonal 014.webp,arvore outonal,102,128,1151,520
regiao_06_vale_outonal,115,regiao_06_vale_outonal_item_115.webp,arvore outonal 015.webp,arvore outonal,62,114,1041,527
regiao_06_vale_outonal,116,regiao_06_vale_outonal_item_116.webp,arvore outonal 016.webp,arvore outonal,62,128,635,538
regiao_06_vale_outonal,117,regiao_06_vale_outonal_item_117.webp,arvore outonal 017.webp,arvore outonal,93,90,802,550
regiao_06_vale_outonal,118,regiao_06_vale_outonal_item_118.webp,arvore outonal 018.webp,arvore outonal,62,102,893,546
regiao_06_vale_outonal,119,regiao_06_vale_outonal_item_119.webp,arvore outonal 019.webp,arvore outonal,85,98,954,550
regiao_06_vale_outonal,120,regiao_06_vale_outonal_item_120.webp,arvore outonal 020.webp,arvore outonal,47,55,1102,586
regiao_06_vale_outonal,121,regiao_06_vale_outonal_item_121.webp,arvore outonal 021.webp,arvore outonal,50,40,422,605
regiao_06_vale_outonal,122,regiao_06_vale_outonal_item_122.webp,arvore outonal 022.webp,arvore outonal,48,43,478,602
regiao_06_vale_outonal,123,regiao_06_vale_outonal_item_123.webp,arvore outonal 023.webp,arvore outonal,55,54,574,596
regiao_06_vale_outonal,124,regiao_06_vale_outonal_item_124.webp,arvore outonal 024.webp,arvore outonal,43,60,704,594
regiao_06_vale_outonal,125,regiao_06_vale_outonal_item_125.webp,arvore outonal 025.webp,arvore outonal,41,60,759,594
regiao_06_vale_outonal,126,regiao_06_vale_outonal_item_126.webp,arvore outonal 026.webp,arvore outonal,61,45,357,607
regiao_06_vale_outonal,127,regiao_06_vale_outonal_item_127.webp,arvore outonal 027.webp,arvore outonal,44,40,528,611
regiao_06_vale_outonal,128,regiao_06_vale_outonal_item_128.webp,arvore outonal 028.webp,arvore outonal,76,109,11,627
regiao_06_vale_outonal,129,regiao_06_vale_outonal_item_129.webp,arvore outonal 029.webp,arvore outonal,77,100,161,623
regiao_06_vale_outonal,130,regiao_06_vale_outonal_item_130.webp,arvore outonal 030.webp,arvore outonal,94,107,231,621
regiao_06_vale_outonal,131,regiao_06_vale_outonal_item_131.webp,tenda e mercado 001.webp,tenda e mercado,49,49,303,623
regiao_06_vale_outonal,132,regiao_06_vale_outonal_item_132.webp,tenda e mercado 002.webp,tenda e mercado,74,97,86,631
regiao_06_vale_outonal,133,regiao_06_vale_outonal_item_133.webp,tenda e mercado 003.webp,tenda e mercado,78,88,805,634
regiao_06_vale_outonal,134,regiao_06_vale_outonal_item_134.webp,tenda e mercado 004.webp,tenda e mercado,82,79,325,653
regiao_06_vale_outonal,135,regiao_06_vale_outonal_item_135.webp,tenda e mercado 005.webp,tenda e mercado,52,81,402,646
regiao_06_vale_outonal,136,regiao_06_vale_outonal_item_136.webp,tenda e mercado 006.webp,tenda e mercado,56,94,458,647
regiao_06_vale_outonal,137,regiao_06_vale_outonal_item_137.webp,tenda e mercado 007.webp,tenda e mercado,86,70,886,651
regiao_06_vale_outonal,138,regiao_06_vale_outonal_item_138.webp,tenda e mercado 008.webp,tenda e mercado,61,64,975,653
regiao_06_vale_outonal,139,regiao_06_vale_outonal_item_139.webp,tenda e mercado 009.webp,tenda e mercado,100,74,1038,648
regiao_06_vale_outonal,140,regiao_06_vale_outonal_item_140.webp,tenda e mercado 010.webp,tenda e mercado,111,73,1141,649
regiao_06_vale_outonal,141,regiao_06_vale_outonal_item_141.webp,tenda e mercado 011.webp,tenda e mercado,56,81,520,659
regiao_06_vale_outonal,142,regiao_06_vale_outonal_item_142.webp,tenda e mercado 012.webp,tenda e mercado,48,85,577,656
regiao_06_vale_outonal,143,regiao_06_vale_outonal_item_143.webp,tenda e mercado 013.webp,tenda e mercado,45,66,690,664
regiao_06_vale_outonal,144,regiao_06_vale_outonal_item_144.webp,tenda e mercado 014.webp,tenda e mercado,57,70,743,659
regiao_06_vale_outonal,145,regiao_06_vale_outonal_item_145.webp,tenda e mercado 015.webp,tenda e mercado,50,52,636,678
regiao_06_vale_outonal,146,regiao_06_vale_outonal_item_146.webp,tenda e mercado 016.webp,tenda e mercado,143,117,110,724
regiao_06_vale_outonal,147,regiao_06_vale_outonal_item_147.webp,tenda e mercado 017.webp,tenda e mercado,117,64,927,725
regiao_06_vale_outonal,148,regiao_06_vale_outonal_item_148.webp,tenda e mercado 018.webp,tenda e mercado,105,102,9,735
regiao_06_vale_outonal,149,regiao_06_vale_outonal_item_149.webp,tenda e mercado 019.webp,tenda e mercado,103,109,241,727
regiao_06_vale_outonal,150,regiao_06_vale_outonal_item_150.webp,tenda e mercado 020.webp,tenda e mercado,43,61,336,733
regiao_06_vale_outonal,151,regiao_06_vale_outonal_item_151.webp,tenda e mercado 021.webp,tenda e mercado,72,77,390,729
regiao_06_vale_outonal,152,regiao_06_vale_outonal_item_152.webp,tenda e mercado 022.webp,tenda e mercado,46,50,634,737
regiao_06_vale_outonal,153,regiao_06_vale_outonal_item_153.webp,tenda e mercado 023.webp,tenda e mercado,41,49,766,737
regiao_06_vale_outonal,154,regiao_06_vale_outonal_item_154.webp,tenda e mercado 024.webp,tenda e mercado,45,51,809,734
regiao_06_vale_outonal,155,regiao_06_vale_outonal_item_155.webp,tenda e mercado 025.webp,tenda e mercado,63,86,860,730
regiao_06_vale_outonal,156,regiao_06_vale_outonal_item_156.webp,tenda e mercado 026.webp,tenda e mercado,64,63,1053,731
regiao_06_vale_outonal,157,regiao_06_vale_outonal_item_157.webp,tenda e mercado 027.webp,tenda e mercado,61,58,1119,733
regiao_06_vale_outonal,158,regiao_06_vale_outonal_item_158.webp,tenda e mercado 028.webp,tenda e mercado,66,56,1184,728
regiao_06_vale_outonal,159,regiao_06_vale_outonal_item_159.webp,tenda e mercado 029.webp,tenda e mercado,32,62,466,739
regiao_06_vale_outonal,160,regiao_06_vale_outonal_item_160.webp,tenda e mercado 030.webp,tenda e mercado,46,100,504,740
regiao_06_vale_outonal,161,regiao_06_vale_outonal_item_161.webp,objeto rural 001.webp,objeto rural,75,112,553,740
regiao_06_vale_outonal,162,regiao_06_vale_outonal_item_162.webp,objeto rural 002.webp,objeto rural,43,49,679,738
regiao_06_vale_outonal,163,regiao_06_vale_outonal_item_163.webp,objeto rural 003.webp,objeto rural,41,48,723,739
regiao_06_vale_outonal,164,regiao_06_vale_outonal_item_164.webp,objeto rural 004.webp,objeto rural,61,99,1189,781
regiao_06_vale_outonal,165,regiao_06_vale_outonal_item_165.webp,objeto rural 005.webp,objeto rural,46,54,410,792
regiao_06_vale_outonal,166,regiao_06_vale_outonal_item_166.webp,objeto rural 006.webp,objeto rural,52,47,635,794
regiao_06_vale_outonal,167,regiao_06_vale_outonal_item_167.webp,objeto rural 007.webp,objeto rural,43,47,689,794
regiao_06_vale_outonal,168,regiao_06_vale_outonal_item_168.webp,objeto rural 008.webp,objeto rural,44,54,734,790
regiao_06_vale_outonal,169,regiao_06_vale_outonal_item_169.webp,objeto rural 009.webp,objeto rural,36,45,779,797
regiao_06_vale_outonal,170,regiao_06_vale_outonal_item_170.webp,objeto rural 010.webp,objeto rural,43,50,816,794
regiao_06_vale_outonal,171,regiao_06_vale_outonal_item_171.webp,objeto rural 011.webp,objeto rural,90,103,932,791
regiao_06_vale_outonal,172,regiao_06_vale_outonal_item_172.webp,objeto rural 012.webp,objeto rural,234,358,988,795
regiao_06_vale_outonal,173,regiao_06_vale_outonal_item_173.webp,objeto rural 013.webp,objeto rural,61,44,343,800
regiao_06_vale_outonal,174,regiao_06_vale_outonal_item_174.webp,objeto rural 014.webp,objeto rural,45,42,460,799
regiao_06_vale_outonal,175,regiao_06_vale_outonal_item_175.webp,objeto rural 015.webp,objeto rural,63,91,865,803
regiao_06_vale_outonal,176,regiao_06_vale_outonal_item_176.webp,objeto rural 016.webp,objeto rural,102,105,9,844
regiao_06_vale_outonal,177,regiao_06_vale_outonal_item_177.webp,objeto rural 017.webp,objeto rural,244,113,243,845
regiao_06_vale_outonal,178,regiao_06_vale_outonal_item_178.webp,objeto rural 018.webp,objeto rural,53,112,485,844
regiao_06_vale_outonal,179,regiao_06_vale_outonal_item_179.webp,objeto rural 019.webp,objeto rural,42,53,637,846
regiao_06_vale_outonal,180,regiao_06_vale_outonal_item_180.webp,objeto rural 020.webp,objeto rural,42,55,676,845
regiao_06_vale_outonal,181,regiao_06_vale_outonal_item_181.webp,objeto rural 021.webp,objeto rural,136,113,108,849
regiao_06_vale_outonal,182,regiao_06_vale_outonal_item_182.webp,objeto rural 022.webp,objeto rural,47,102,537,854
regiao_06_vale_outonal,183,regiao_06_vale_outonal_item_183.webp,objeto rural 023.webp,objeto rural,46,101,587,854
regiao_06_vale_outonal,184,regiao_06_vale_outonal_item_184.webp,objeto rural 024.webp,objeto rural,42,52,717,847
regiao_06_vale_outonal,185,regiao_06_vale_outonal_item_185.webp,objeto rural 025.webp,objeto rural,38,51,755,848
regiao_06_vale_outonal,186,regiao_06_vale_outonal_item_186.webp,objeto rural 026.webp,objeto rural,31,35,798,857
regiao_06_vale_outonal,187,regiao_06_vale_outonal_item_187.webp,objeto rural 027.webp,objeto rural,26,37,835,856
regiao_06_vale_outonal,188,regiao_06_vale_outonal_item_188.webp,objeto rural 028.webp,objeto rural,140,121,908,891
regiao_06_vale_outonal,189,regiao_06_vale_outonal_item_189.webp,objeto rural 029.webp,objeto rural,50,105,728,903
regiao_06_vale_outonal,190,regiao_06_vale_outonal_item_190.webp,objeto rural 030.webp,objeto rural,46,105,773,903
regiao_06_vale_outonal,191,regiao_06_vale_outonal_item_191.webp,plantacao outonal 001.webp,plantacao outonal,48,105,813,903
regiao_06_vale_outonal,192,regiao_06_vale_outonal_item_192.webp,plantacao outonal 002.webp,plantacao outonal,42,108,859,903
regiao_06_vale_outonal,193,regiao_06_vale_outonal_item_193.webp,plantacao outonal 003.webp,plantacao outonal,57,103,635,907
regiao_06_vale_outonal,194,regiao_06_vale_outonal_item_194.webp,plantacao outonal 004.webp,plantacao outonal,49,102,686,906
regiao_06_vale_outonal,195,regiao_06_vale_outonal_item_195.webp,plantacao outonal 005.webp,plantacao outonal,111,120,8,957
regiao_06_vale_outonal,196,regiao_06_vale_outonal_item_196.webp,plantacao outonal 006.webp,plantacao outonal,94,118,118,961
regiao_06_vale_outonal,197,regiao_06_vale_outonal_item_197.webp,plantacao outonal 007.webp,plantacao outonal,89,115,218,963
regiao_06_vale_outonal,198,regiao_06_vale_outonal_item_198.webp,plantacao outonal 008.webp,plantacao outonal,90,115,311,962
regiao_06_vale_outonal,199,regiao_06_vale_outonal_item_199.webp,plantacao outonal 009.webp,plantacao outonal,48,53,412,966
regiao_06_vale_outonal,200,regiao_06_vale_outonal_item_200.webp,plantacao outonal 010.webp,plantacao outonal,55,45,460,966
regiao_06_vale_outonal,201,regiao_06_vale_outonal_item_201.webp,plantacao outonal 011.webp,plantacao outonal,52,56,519,964
regiao_06_vale_outonal,202,regiao_06_vale_outonal_item_202.webp,plantacao outonal 012.webp,plantacao outonal,49,62,575,959
regiao_06_vale_outonal,203,regiao_06_vale_outonal_item_203.webp,plantacao outonal 013.webp,plantacao outonal,219,120,634,1013
regiao_06_vale_outonal,204,regiao_06_vale_outonal_item_204.webp,plantacao outonal 014.webp,plantacao outonal,180,237,859,1014
regiao_06_vale_outonal,205,regiao_06_vale_outonal_item_205.webp,plantacao outonal 015.webp,plantacao outonal,52,53,411,1016
regiao_06_vale_outonal,206,regiao_06_vale_outonal_item_206.webp,plantacao outonal 016.webp,plantacao outonal,47,51,465,1017
regiao_06_vale_outonal,207,regiao_06_vale_outonal_item_207.webp,plantacao outonal 017.webp,plantacao outonal,33,41,561,1025
regiao_06_vale_outonal,208,regiao_06_vale_outonal_item_208.webp,plantacao outonal 018.webp,plantacao outonal,33,41,594,1025
regiao_06_vale_outonal,209,regiao_06_vale_outonal_item_209.webp,plantacao outonal 019.webp,plantacao outonal,34,110,1218,1020
regiao_06_vale_outonal,210,regiao_06_vale_outonal_item_210.webp,plantacao outonal 020.webp,plantacao outonal,48,44,513,1026
regiao_06_vale_outonal,211,regiao_06_vale_outonal_item_211.webp,plantacao outonal 021.webp,plantacao outonal,38,55,411,1067
regiao_06_vale_outonal,212,regiao_06_vale_outonal_item_212.webp,plantacao outonal 022.webp,plantacao outonal,57,50,453,1073
regiao_06_vale_outonal,213,regiao_06_vale_outonal_item_213.webp,plantacao outonal 023.webp,plantacao outonal,48,50,573,1071
regiao_06_vale_outonal,214,regiao_06_vale_outonal_item_214.webp,plantacao outonal 024.webp,plantacao outonal,77,40,10,1078
regiao_06_vale_outonal,215,regiao_06_vale_outonal_item_215.webp,plantacao outonal 025.webp,plantacao outonal,73,38,93,1081
regiao_06_vale_outonal,216,regiao_06_vale_outonal_item_216.webp,plantacao outonal 026.webp,plantacao outonal,79,37,171,1082
regiao_06_vale_outonal,217,regiao_06_vale_outonal_item_217.webp,plantacao outonal 027.webp,plantacao outonal,69,38,256,1081
regiao_06_vale_outonal,218,regiao_06_vale_outonal_item_218.webp,plantacao outonal 028.webp,plantacao outonal,72,40,329,1080
regiao_06_vale_outonal,219,regiao_06_vale_outonal_item_219.webp,plantacao outonal 029.webp,plantacao outonal,43,44,521,1075
regiao_06_vale_outonal,220,regiao_06_vale_outonal_item_220.webp,plantacao outonal 030.webp,plantacao outonal,108,130,9,1120
regiao_06_vale_outonal,221,regiao_06_vale_outonal_item_221.webp,plantacao outonal 031.webp,plantacao outonal,87,129,118,1121
regiao_06_vale_outonal,222,regiao_06_vale_outonal_item_222.webp,plantacao outonal 032.webp,plantacao outonal,89,129,208,1121
regiao_06_vale_outonal,223,regiao_06_vale_outonal_item_223.webp,plantacao outonal 033.webp,plantacao outonal,104,129,298,1121
regiao_06_vale_outonal,224,regiao_06_vale_outonal_item_224.webp,objeto final do vilarejo 001.webp,objeto final do vilarejo,40,39,414,1130
regiao_06_vale_outonal,225,regiao_06_vale_outonal_item_225.webp,objeto final do vilarejo 002.webp,objeto final do vilarejo,37,40,455,1130
regiao_06_vale_outonal,226,regiao_06_vale_outonal_item_226.webp,objeto final do vilarejo 003.webp,objeto final do vilarejo,40,49,495,1129
regiao_06_vale_outonal,227,regiao_06_vale_outonal_item_227.webp,objeto final do vilarejo 004.webp,objeto final do vilarejo,41,47,539,1130
regiao_06_vale_outonal,228,regiao_06_vale_outonal_item_228.webp,objeto final do vilarejo 005.webp,objeto final do vilarejo,36,44,584,1131
regiao_06_vale_outonal,229,regiao_06_vale_outonal_item_229.webp,objeto final do vilarejo 006.webp,objeto final do vilarejo,54,120,813,1130
regiao_06_vale_outonal,230,regiao_06_vale_outonal_item_230.webp,objeto final do vilarejo 007.webp,objeto final do vilarejo,178,110,633,1140
regiao_06_vale_outonal,231,regiao_06_vale_outonal_item_231.webp,objeto final do vilarejo 008.webp,objeto final do vilarejo,31,102,1220,1137
regiao_06_vale_outonal,232,regiao_06_vale_outonal_item_232.webp,objeto final do vilarejo 009.webp,objeto final do vilarejo,116,101,1042,1149
regiao_06_vale_outonal,233,regiao_06_vale_outonal_item_233.webp,objeto final do vilarejo 010.webp,objeto final do vilarejo,67,92,1156,1157
regiao_06_vale_outonal,234,regiao_06_vale_outonal_item_234.webp,objeto final do vilarejo 011.webp,objeto final do vilarejo,50,72,406,1168
regiao_06_vale_outonal,235,regiao_06_vale_outonal_item_235.webp,objeto final do vilarejo 012.webp,objeto final do vilarejo,63,72,518,1174
regiao_06_vale_outonal,236,regiao_06_vale_outonal_item_236.webp,objeto final do vilarejo 013.webp,objeto final do vilarejo,44,66,578,1179
regiao_07_costa_oceanica,1,regiao_07_costa_oceanica_item_001.webp,areia e agua 001.webp,areia e agua,73,75,12,10
regiao_07_costa_oceanica,2,regiao_07_costa_oceanica_item_002.webp,areia e agua 002.webp,areia e agua,74,75,85,10
regiao_07_costa_oceanica,3,regiao_07_costa_oceanica_item_003.webp,areia e agua 003.webp,areia e agua,74,75,159,10
regiao_07_costa_oceanica,4,regiao_07_costa_oceanica_item_004.webp,areia e agua 004.webp,areia e agua,72,74,234,10
regiao_07_costa_oceanica,5,regiao_07_costa_oceanica_item_005.webp,areia e agua 005.webp,areia e agua,73,75,306,10
regiao_07_costa_oceanica,6,regiao_07_costa_oceanica_item_006.webp,areia e agua 006.webp,areia e agua,73,75,378,10
regiao_07_costa_oceanica,7,regiao_07_costa_oceanica_item_007.webp,areia e agua 007.webp,areia e agua,74,75,451,10
